,Latitude,Diameter,CraterID,Depth,Volume
0,84.367,82.1,01-000000,0.22,582.0344034999999
1,72.76,82.02,01-000001,1.97,5201.701387290001
2,69.244,79.63,01-000002,0.09,223.9935959925
3,70.107,74.81,01-000003,0.13,285.56325450250006
4,77.99600000000001,73.53,01-000004,0.11,233.43258435750002
5,68.547,72.66,01-000005,0.19,393.71689287
6,69.492,70.11,01-000006,0.1,192.92992492500002
7,78.71600000000001,63.57,01-000007,0.05,79.30746866250001
8,75.539,58.4,01-000008,0.11,147.25092800000002
10,77.707,52.37,01-000010,0.07,75.3533993275
11,70.319,51.31,01-000011,0.13,134.33433900250003
12,77.17,51.08,01-000012,1.74,1781.93019288
13,72.26,49.78,01-000013,0.16,155.62143952000002
14,65.60300000000001,49.43,01-000014,0.14,134.260703255
15,84.68700000000001,48.84,01-000015,1.06,992.4230368800003
16,65.646,48.44,01-000016,0.09,82.88776692
17,65.817,47.2,01-000017,0.04,34.977088
18,65.687,46.03,01-000018,0.16,133.05818452000003
19,72.956,45.85,01-000019,0.03,24.753669937500003
20,65.135,45.71,01-000020,1.86,1525.3694632050003
21,77.314,43.75,01-000021,0.08,60.1015625
22,81.925,43.57,01-000022,0.03,22.353011197500003
23,84.45200000000001,43.03,01-000023,0.49,356.10529659250005
24,72.729,40.9,01-000024,0.05,32.82889625000001
25,70.051,39.51,01-000025,2.08,1274.43313764
26,70.884,36.85,01-000026,1.98,1055.309470875
27,66.33,36.41,01-000027,1.9,988.6319005749999
28,70.173,36.28,01-000028,1.41,728.4392365200001
29,69.554,35.82,01-000029,0.04,20.144236680000002
30,65.589,35.66,01-000030,0.11,54.902867029999996
31,70.503,34.61,01-000031,0.14,65.82197289500002
32,72.7,33.69,01-000032,0.1,44.549381925
33,69.74,33.23,01-000033,0.1,43.341141324999995
34,76.891,32.95,01-000034,0.07,29.829676187500006
35,68.373,32.26,01-000035,0.1,40.8477733
36,74.05199999999999,32.14,01-000036,0.04,16.217779720000003
37,77.116,30.88,01-000037,0.71,265.73734592
38,73.774,30.16,01-000038,0.18,64.26504864
39,66.39399999999999,29.46,01-000039,1.77,602.9459918100001
40,73.90899999999999,28.45,01-000040,1.41,447.94357856249997
41,76.092,28.35,01-000041,0.12,37.85532975
42,75.865,28.1,01-000042,0.1,30.992192500000005
43,69.442,27.62,01-000043,0.13,38.92515601
44,72.01899999999999,27.51,01-000044,0.11,32.6748443175
45,68.007,27.46,01-000045,0.06,17.75791518
46,69.796,27.36,01-000046,0.11,32.31949248
47,67.90899999999999,27.23,01-000047,1.85,538.4020095125001
48,65.439,27.21,01-000048,0.88,255.72866814000005
49,76.363,26.82,01-000049,0.12,33.87961404
50,70.301,26.76,01-000050,0.11,30.917513880000005
51,70.317,26.6,01-000051,1.32,366.58683600000006
52,70.657,26.54,01-000052,0.09,24.881926769999996
53,69.169,26.24,01-000053,0.1,27.025100799999997
54,70.005,25.71,01-000054,0.11,28.5388520175
55,75.178,25.04,01-000055,0.07,17.22686896
56,69.34100000000001,24.24,01-000056,0.08,18.44993664
57,65.665,24.04,01-000057,0.06,13.610053680000002
58,65.99,23.85,01-000058,0.05,11.163141562500003
59,71.215,23.59,01-000059,0.08,17.473726340000002
60,67.25399999999999,23.5,01-000060,1.2,260.10975
61,72.01,23.49,01-000061,0.03,6.4972106775
62,79.12899999999999,23.47,01-000062,1.11,239.9876091075
63,73.809,23.32,01-000063,0.06,12.80701752
64,66.35600000000001,22.69,01-000064,0.99,200.05243755750004
65,66.46600000000001,22.58,01-000065,0.08,16.009490959999997
66,74.627,22.37,01-000066,0.71,139.45367960750002
67,84.969,22.2,01-000067,1.05,203.111685
68,76.887,22.11,01-000068,0.92,176.52449331
69,67.454,21.92,01-000069,0.07,13.201363840000003
70,65.498,21.71,01-000070,1.35,249.74285748750006
71,72.52199999999999,21.63,01-000071,0.08,14.690706659999998
72,76.196,21.54,01-000072,0.05,9.105442649999999
73,78.322,21.12,01-000073,0.08,14.006108160000002
74,75.82300000000001,21.05,01-000074,0.09,15.6525958125
75,69.881,21.02,01-000075,1.12,194.23303984000003
76,76.976,20.95,01-000076,1.03,177.4373081875
77,85.008,20.81,01-000077,1.01,171.67426444249998
78,69.381,20.78,01-000078,0.75,127.11359775000003
79,73.413,20.68,01-000079,1.21,203.10756532
80,71.529,20.51,01-000080,0.07,11.557636247500003
81,65.11399999999999,20.21,01-000081,0.07,11.222001647500004
83,70.237,20.19,01-000083,0.06,9.599830155000003
84,67.1,20.06,01-000084,0.75,118.45755974999997
85,78.595,20.02,01-000085,0.78,122.70504246
86,71.92,19.89,01-000086,1.26,195.649964055
87,72.458,19.85,01-000087,0.94,145.37460137500003
88,72.078,19.74,01-000088,1.05,160.59175964999997
89,79.257,19.53,01-000089,0.11,16.467847357500002
90,71.991,19.41,01-000090,0.37,54.71324282250001
91,81.586,19.23,01-000091,0.94,136.43509045500002
92,77.116,19.09,01-000092,0.35,50.0633102375
93,65.63600000000001,19.07,01-000093,0.79,112.7633938675
94,73.623,18.75,01-000094,0.06,8.279296875
95,67.138,18.73,01-000095,0.3,41.308218974999996
96,70.09,18.59,01-000096,0.1,13.564332925
97,70.836,18.28,01-000097,0.03,3.93471516
98,66.808,18.14,01-000098,0.06,7.749353580000001
99,71.205,18.12,01-000099,0.37,47.68236324
100,65.669,18.05,01-000100,0.42,53.708542125
101,67.357,17.8,01-000101,0.07,8.705179000000003
102,72.057,17.8,01-000102,0.1,12.435970000000003
103,75.578,17.79,01-000103,0.11,13.664201017499998
104,65.589,17.75,01-000104,0.06,7.419721875
105,66.166,17.67,01-000105,0.43,52.696432597500014
106,77.639,17.64,01-000106,0.03,3.66402204
107,81.26,17.59,01-000107,0.61,74.0800343425
108,69.807,17.56,01-000108,0.33,39.93950004
109,73.009,17.49,01-000109,0.56,67.23684198
110,73.601,17.41,01-000110,0.95,113.02143278749999
111,68.145,17.41,01-000111,0.88,104.69353774
112,74.245,17.4,01-000112,0.44,52.28665199999999
114,69.75399999999999,16.98,01-000114,0.07,7.921602990000002
115,67.14,16.94,01-000115,0.71,79.96958123000002
116,78.51899999999999,16.92,01-000116,0.07,7.865718840000003
117,79.251,16.89,01-000117,0.42,47.02710568500001
118,77.492,16.6,01-000118,0.26,28.120898000000007
119,76.988,16.5,01-000119,0.52,55.566225
120,77.081,16.44,01-000120,0.05,5.304119400000001
121,75.053,16.21,01-000121,0.4,41.253963700000014
122,73.641,16.13,01-000122,0.03,3.0635829974999997
123,67.896,15.99,01-000123,0.04,4.01417757
124,70.278,15.86,01-000124,0.34,33.56795962
125,78.117,15.81,01-000125,0.62,60.82681693500001
126,73.544,15.78,01-000126,0.52,50.822614439999995
127,67.105,15.77,01-000127,0.03,2.9283588975
128,66.417,15.6,01-000128,0.29,27.700452
129,75.16,15.33,01-000129,0.48,44.275676759999996
130,78.009,15.26,01-000130,0.39,35.64620787
131,73.072,15.17,01-000131,0.46,41.549772895000004
132,65.514,15.05,01-000132,0.06,5.334133875000001
133,65.475,14.98,01-000133,0.05,4.4038578500000005
134,69.11399999999999,14.9,01-000134,0.26,22.656120500000004
135,68.52600000000001,14.89,01-000135,0.69,60.045179482500004
137,69.457,14.68,01-000137,0.45,38.063111400000004
138,71.638,14.48,01-000138,0.68,55.96102976
139,67.771,14.45,01-000139,0.84,68.84218424999999
140,68.492,14.35,01-000140,0.38,30.713340874999997
141,67.28699999999999,14.24,01-000141,0.63,50.14183104
142,67.195,14.21,01-000142,0.32,25.361666960000008
143,66.844,14.08,01-000143,0.33,25.67786496
144,73.013,14.08,01-000144,0.08,6.22493696
145,67.392,14.05,01-000145,0.07,5.4236336875000015
146,76.847,14.02,01-000146,0.53,40.88947721
147,76.311,14.01,01-000147,0.03,2.3111981775
148,68.947,13.98,01-000148,0.37,28.38283209
149,75.49,13.94,01-000149,0.47,35.84784611
152,78.01899999999999,13.78,01-000152,0.48,35.774974560000004
153,77.521,13.54,01-000153,0.15,10.793647949999999
154,65.884,13.54,01-000154,0.07,5.03703571
155,66.23100000000001,13.53,01-000155,0.05,3.5925701624999995
156,71.128,13.45,01-000156,0.98,69.58414662499999
157,69.579,13.38,01-000157,0.59,41.457575430000006
158,74.96300000000001,13.37,01-000158,0.22,15.435658315
159,80.37,13.1,01-000159,0.05,3.3678462500000004
160,69.252,13.1,01-000160,0.06,4.0414155
161,70.953,13.01,01-000161,0.05,3.3217294625000005
162,66.99,12.98,01-000162,0.96,63.48341472
163,72.516,12.95,01-000163,0.31,20.405201687499996
164,71.267,12.85,01-000164,0.3,19.443174374999998
165,78.61,12.79,01-000165,0.25,16.051689812499998
166,71.441,12.78,01-000166,0.43,27.56575071
167,76.086,12.77,01-000167,0.03,1.9201833974999998
168,68.17,12.73,01-000168,0.45,28.622593462500006
169,68.22399999999999,12.63,01-000169,0.34,21.287530305000004
170,66.915,12.61,01-000170,0.38,23.716654714999997
171,68.707,12.57,01-000171,0.4,24.806769300000006
172,73.012,12.55,01-000172,0.3,18.545919375000004
175,70.077,12.39,01-000175,0.32,19.281119760000003
176,76.336,12.36,01-000176,0.3,17.9886204
177,70.667,12.34,01-000177,0.34,20.321178820000004
178,74.896,12.31,01-000178,0.41,24.3859468925
179,65.141,12.28,01-000179,0.47,27.818534839999995
180,65.36,12.21,01-000180,0.09,5.2663958325000015
181,79.654,12.13,01-000181,0.14,8.085172655000003
182,65.081,12.02,01-000182,0.26,14.744224820000001
183,75.691,11.95,01-000183,0.02,1.1209996249999998
184,68.436,11.9,01-000184,0.87,48.356274750000004
185,74.21300000000001,11.83,01-000185,0.74,40.648158005000006
186,76.645,11.83,01-000186,0.23,12.633886947500002
187,73.839,11.81,01-000187,0.27,14.780979697500003
188,71.515,11.79,01-000188,0.3,16.367732775
189,74.742,11.77,01-000189,0.49,26.643339992499996
190,69.285,11.75,01-000190,1.14,61.776065624999994
191,70.247,11.63,01-000191,0.41,21.766216632500004
192,71.955,11.58,01-000192,0.26,13.684537619999999
193,78.34899999999999,11.51,01-000193,0.16,8.31975028
194,69.352,11.48,01-000194,0.37,19.139260840000002
195,77.455,11.35,01-000195,0.79,39.9446366875
196,67.271,11.25,01-000196,0.23,11.425429687500001
197,67.182,11.21,01-000197,0.07,3.4526211475000013
198,72.423,11.19,01-000198,0.5,24.573659624999998
199,70.217,11.09,01-000199,0.02,0.9654565850000001
200,77.895,11.08,01-000200,0.06,2.8911487200000003
201,69.494,10.99,01-000201,0.46,21.806847055000002
202,81.365,10.97,01-000202,0.13,6.140394422500001
203,70.357,10.94,01-000203,0.04,1.8790325199999998
204,72.992,10.89,01-000204,1.1,51.202139175000006
205,79.158,10.88,01-000205,0.09,4.181575680000001
206,66.184,10.86,01-000206,0.03,1.38873879
207,65.734,10.83,01-000207,0.03,1.3810767975
208,85.09700000000001,10.76,01-000208,0.62,28.17447896
209,74.098,10.75,01-000209,0.78,35.379459375
210,67.152,10.74,01-000210,0.31,14.03491923
212,76.423,10.68,01-000212,0.28,12.535457760000002
213,66.633,10.67,01-000213,0.03,1.3405707974999999
214,76.118,10.63,01-000214,0.19,8.426743817500002
215,68.32600000000001,10.56,01-000215,0.84,36.76603392
216,71.064,10.52,01-000216,0.49,21.284684679999998
217,70.374,10.46,01-000217,0.03,1.2883215900000002
218,71.01,10.44,01-000218,0.16,6.8447980799999995
219,70.081,10.35,01-000219,0.05,2.1022790625
220,70.33,10.35,01-000220,0.22,9.250027874999999
221,71.13,10.31,01-000221,0.23,9.595880427500001
222,83.93,10.28,01-000222,-0.01,-0.4147877199999999
223,70.363,10.22,01-000223,0.25,10.24899925
224,79.169,10.2,01-000224,0.22,8.983854
225,65.473,10.18,01-000225,0.21,8.54190057
226,72.995,10.11,01-000226,0.03,1.2035474775
227,74.714,10.07,01-000227,0.03,1.1940426975000002
228,67.512,10.07,01-000228,0.05,1.9900711625000005
229,67.193,10.06,01-000229,0.15,5.9583619500000005
230,66.518,10.04,01-000230,0.25,9.891156999999998
6409,34.68,65.49,02-000004,0.37,622.8613260224998
6410,43.974,61.52,02-000005,0.54,802.1693692800002
6411,31.673000000000002,61.23,02-000006,0.22,323.73589891499995
6412,39.133,57.16,02-000007,1.9,2436.5633212
6413,60.047,52.47,02-000008,0.35,378.2072361375
6414,31.89,50.27,02-000009,0.58,575.288145685
6415,54.95,47.91,02-000010,0.08,72.07455834
6416,53.137,46.87,02-000011,0.02,17.244855665
6417,35.226,45.7,02-000012,0.22,180.34111150000004
6418,38.601,45.57,02-000013,0.02,16.301505465
6419,34.643,42.47,02-000014,0.92,651.3163949899999
6420,53.443999999999996,42.06,02-000015,0.29,201.36138777000002
6421,49.406000000000006,38.64,02-000016,0.06,35.16131808
6422,62.906000000000006,36.24,02-000017,2.02,1041.27971616
6423,37.169000000000004,35.04,02-000018,0.54,260.23254912
6424,51.077,33.52,02-000019,0.12,52.92110784000001
6425,43.757,33.48,02-000020,1.74,765.5257576799999
6426,35.971,33.41,02-000021,1.33,582.6989739025
6427,57.599,32.66,02-000022,0.07,29.30691211
6428,35.573,31.58,02-000023,0.73,285.75035101
6429,57.879,31.5,02-000024,0.13,50.62955625
6430,62.111000000000004,30.9,02-000025,1.26,472.2012855
6431,39.829,30.62,02-000026,0.06,22.08011262
6432,33.141,30.48,02-000027,1.57,572.49175824
6433,50.992,29.94,02-000028,1.66,584.05176558
6434,59.513000000000005,29.79,02-000029,0.27,94.0468884975
6435,37.184,28.48,02-000030,0.51,162.36402432
6436,47.872,28.3,02-000031,0.05,15.717466250000001
6437,52.523999999999994,27.49,02-000032,0.21,62.288580742499995
6438,41.413999999999994,27.02,02-000033,0.28,80.23583596
6439,58.997,26.85,02-000034,0.11,31.125828937500003
6440,30.791999999999998,26.64,02-000035,0.33,91.92254544000001
6441,58.842,25.75,02-000036,0.16,41.640325000000004
6442,59.956,25.5,02-000037,0.13,33.17900625
6443,55.275,25.27,02-000038,0.15,37.5959794875
6444,57.488,24.99,02-000039,0.23,56.3767465275
6445,64.354,24.46,02-000040,0.07,16.438061710000003
6446,38.231,23.96,02-000041,0.24,54.07848672000001
6447,54.045,23.93,02-000042,0.15,33.7144684875
6448,43.233999999999995,23.87,02-000043,1.61,360.0562675325001
6449,41.245,23.86,02-000044,0.29,64.80052696999999
6450,35.529,23.66,02-000045,1.23,270.25532079000004
6451,54.888000000000005,23.63,02-000046,0.07,15.341405327500002
6453,57.58,22.62,02-000048,0.16,32.13252432000001
6454,61.949,22.56,02-000049,0.14,27.96700032
6455,49.188,22.35,02-000050,0.93,182.33820056250002
6456,64.827,22.08,02-000051,1.22,233.45201663999998
6457,52.347,21.65,02-000052,0.57,104.86494131249997
6458,43.722,21.6,02-000053,0.86,157.48732800000002
6459,58.758,21.58,02-000054,0.07,12.79500859
6460,38.409,21.27,02-000055,0.49,87.0103109925
6461,45.071999999999996,21.1,02-000056,0.02,3.4948985000000006
6462,44.473,20.22,02-000057,1.28,205.40543616
6463,56.726000000000006,20.0,02-000058,0.61,95.77
6464,61.714,19.59,02-000059,1.15,173.2233261375
6465,55.458,19.1,02-000060,0.06,8.591275500000002
6466,40.347,18.95,02-000061,1.32,186.05100525
6467,33.586,18.81,02-000062,0.32,44.43930216
6468,45.093,18.69,02-000063,0.08,10.968525540000003
6469,45.321999999999996,18.5,02-000064,0.2,26.866625
6470,55.538000000000004,18.07,02-000065,0.15,19.2241534875
6471,55.946999999999996,18.01,02-000066,0.42,53.47076248500001
6472,36.365,17.79,02-000067,0.61,75.7742056425
6473,37.166,17.63,02-000068,0.82,100.03641926499999
6474,43.54600000000001,17.61,02-000069,0.18,21.909419865
6475,60.652,17.51,02-000070,0.72,86.64518826000001
6476,31.535,17.44,02-000071,1.26,150.41916288000002
6477,51.773,17.39,02-000072,0.04,4.747869970000001
6478,37.599000000000004,17.14,02-000073,0.91,104.93072863000002
6479,30.183000000000003,17.05,02-000074,0.03,3.4230219375000006
6480,60.223,16.99,02-000075,0.12,13.595890709999997
6481,60.272,16.79,02-000076,0.94,104.008517695
6482,56.461000000000006,16.54,02-000077,0.24,25.770444719999997
6483,32.726,16.53,02-000078,1.12,120.11669964000002
6484,62.687,16.45,02-000079,0.81,86.0312998125
6485,39.496,16.15,02-000080,1.19,121.82366918749996
6486,49.714,16.14,02-000081,0.73,74.63964789
6487,34.015,16.13,02-000082,0.9,91.90748992500001
6488,54.37,15.98,02-000083,0.12,12.02747484
6489,48.41,15.93,02-000084,0.8,79.6821786
6490,57.242,15.86,02-000085,0.29,28.63149497
6491,59.43,15.8,02-000086,0.03,2.9395110000000004
6492,42.416000000000004,15.67,02-000087,0.19,18.311809217500002
6493,53.79,15.65,02-000088,0.65,62.48585281250001
6494,55.423,15.62,02-000089,0.11,10.534026469999999
6495,50.908,15.59,02-000090,0.18,17.171348265000002
6496,53.879,15.52,02-000091,0.06,5.67249792
6497,34.185,15.36,02-000092,0.56,51.85732608000001
6498,53.945,15.33,02-000093,0.39,35.9739873675
6499,41.122,15.14,02-000094,0.09,8.09718237
6500,39.093,15.14,02-000095,0.9,80.97182370000002
6501,50.355,15.06,02-000096,0.36,32.04734868
6502,57.047,14.97,02-000097,0.13,11.434748422500002
6503,42.213,14.94,02-000098,1.15,100.74852495
6504,59.603,14.86,02-000099,0.71,61.53690202999999
6505,30.201,14.86,02-000100,1.11,96.20557923
6506,47.34,14.83,02-000101,0.61,52.6564768825
6507,62.604,14.72,02-000102,0.57,48.47637503999999
6508,31.245,14.53,02-000103,0.39,32.3173317675
6509,35.132,14.53,02-000104,0.07,5.8005467275
6510,34.624,14.36,02-000105,0.3,24.2811804
6511,52.3,14.3,02-000106,0.08,6.420986
6512,60.081,14.27,02-000107,0.65,51.9518436125
6513,60.568000000000005,14.11,02-000108,0.08,6.25149194
6514,37.944,14.07,02-000109,0.12,9.324146789999999
6515,57.416000000000004,14.04,02-000110,0.43,33.26919804
6516,39.583,13.94,02-000111,0.03,2.28816039
6517,37.175,13.89,02-000112,0.81,61.337937892500015
6518,56.121,13.79,02-000113,0.17,12.688699572500001
6519,49.67,13.78,02-000114,0.09,6.70780773
6520,64.46,13.78,02-000115,1.04,77.51244488
6521,51.403,13.72,02-000116,0.8,59.106857600000005
6522,49.467,13.62,02-000117,0.09,6.552942929999999
6523,38.045,13.61,02-000118,0.97,70.52249127249999
6524,63.925,13.57,02-000119,0.81,58.54426733250001
6525,64.227,13.53,02-000120,0.7,50.29598227499999
6527,62.858000000000004,13.33,02-000122,0.6,41.84573595
6528,56.986999999999995,13.28,02-000123,0.59,40.840196479999996
6529,42.651,13.26,02-000124,0.05,3.45061665
6530,40.279,13.19,02-000125,0.61,41.6542277425
6531,46.621,13.11,02-000126,0.08,5.396783940000001
6532,60.534,13.11,02-000127,0.31,20.9125377675
6533,34.2,12.96,02-000128,0.05,3.2962464000000007
6535,45.089,12.74,02-000130,0.5,31.8528665
6536,50.513000000000005,12.72,02-000131,0.23,14.606350560000003
6537,51.467,12.65,02-000132,0.16,10.049413000000001
6538,36.969,12.51,02-000133,0.79,48.5267685075
6539,48.119,12.43,02-000134,0.05,3.0321586625
6540,34.768,12.42,02-000135,0.97,58.729267889999996
6541,37.786,12.39,02-000136,0.94,56.638289295
6542,55.129,12.32,02-000137,0.37,22.042599040000002
6543,54.32899999999999,12.29,02-000138,0.06,3.5570885549999995
6545,56.692,12.11,02-000140,0.09,5.1804854325
6546,36.32,12.06,02-000141,0.87,49.66535331000001
6548,43.137,11.83,02-000143,0.16,8.788790920000002
6549,38.241,11.74,02-000144,0.99,53.556359670000006
6550,37.156,11.66,02-000145,0.02,1.06725146
6551,39.029,11.66,02-000146,0.9,48.026315700000005
6552,41.383,11.65,02-000147,0.77,41.018732562500006
6553,45.678999999999995,11.54,02-000148,0.21,10.97666913
6554,34.223,11.46,02-000149,0.14,7.216671420000001
6555,52.559,11.45,02-000150,0.05,2.5728865625000004
6556,57.625,11.43,02-000151,0.3,15.383436975000002
6557,53.926,11.21,02-000152,0.05,2.4661579625000005
6558,37.227,11.2,02-000153,0.11,5.415872
6559,57.382,11.18,02-000154,0.67,32.86987639
6560,54.574,11.17,02-000155,0.79,38.687716667500005
6561,54.956,11.13,02-000156,0.08,3.889734660000001
6562,55.16,11.09,02-000157,0.23,11.1027507275
6563,31.906999999999996,11.0,02-000158,0.03,1.424775
6564,37.623000000000005,10.97,02-000159,0.35,16.531831137500003
6565,49.269,10.93,02-000160,0.21,9.8468943825
6566,53.771,10.92,02-000161,0.12,5.61650544
6567,56.086999999999996,10.92,02-000162,0.05,2.3402106000000003
6568,64.441,10.92,02-000163,0.5,23.402106
6569,33.219,10.9,02-000164,0.19,8.86025575
6570,59.315,10.83,02-000165,0.33,15.191844772500001
6571,40.529,10.82,02-000166,0.87,39.97729779
6572,30.119,10.72,02-000167,0.01,0.4510547200000001
6573,37.27,10.68,02-000168,1.02,45.66488184
6574,43.423,10.65,02-000169,0.22,9.794032875000003
6575,39.848,10.62,02-000170,0.03,1.3280363099999997
6576,63.063,10.61,02-000171,0.3,13.255364774999999
6577,58.466,10.61,02-000172,0.16,7.06952788
6578,42.443000000000005,10.6,02-000173,0.82,36.163066
6579,39.562,10.55,02-000174,0.91,39.754470437500004
6580,44.138000000000005,10.5,02-000175,0.19,8.22189375
6581,50.276,10.48,02-000176,0.04,1.7243372800000003
6582,52.178999999999995,10.42,02-000177,0.27,11.50638399
6583,60.595,10.38,02-000178,0.9,38.060709300000006
6584,55.098,10.26,02-000179,0.08,3.3054026400000005
6585,38.629,10.21,02-000180,0.71,29.050224567500006
6586,37.217,10.17,02-000181,0.84,34.10050833
6587,53.568000000000005,10.17,02-000182,0.18,7.307251785
6588,34.341,10.16,02-000183,0.14,5.672246720000001
6589,39.92,10.09,02-000184,0.58,23.176613964999998
6590,43.145,10.09,02-000185,0.21,8.3915326425
10844,41.784,86.38,03-000003,1.0,2928.6404769999995
10845,43.531000000000006,78.09,03-000004,0.73,1747.2432318525002
10846,52.489,77.73,03-000005,1.87,4434.6423797775005
10847,30.947,65.07,03-000006,2.06,3423.4855168949994
10848,61.016000000000005,62.76,03-000007,0.08,123.67887264000001
10849,45.075,59.21,03-000008,0.39,536.6540241075
10850,54.935,58.78,03-000009,1.31,1776.5200780700002
10851,43.236999999999995,57.99,03-000010,0.53,699.5548118025001
10852,47.975,54.38,03-000011,0.32,371.42236064
10853,50.297,52.88,03-000012,1.0,1097.545552
10854,40.482,52.17,03-000013,0.7,747.7895202750001
10855,53.619,51.83,03-000014,0.12,126.52703318999998
10856,34.236,50.03,03-000015,0.79,776.1180040675
10857,46.673,46.41,03-000016,0.73,617.1427878525
10858,38.476,45.85,03-000017,1.86,1534.7275361250004
10859,30.534000000000002,43.16,03-000018,0.32,233.96587136
10860,53.728,42.21,03-000019,0.46,321.68306425500003
10862,42.845,40.72,03-000021,1.96,1275.59048512
10863,46.316,40.08,03-000022,0.32,201.76464384
10864,45.93899999999999,38.85,03-000023,0.48,284.35635900000005
10865,49.748000000000005,38.24,03-000024,0.14,80.35325312
10866,42.653999999999996,38.23,03-000025,0.37,212.25111540249998
10867,46.793,37.48,03-000026,0.89,490.71443347999997
10868,54.803000000000004,37.44,03-000027,1.67,918.8144409599998
10869,47.443000000000005,36.46,03-000028,0.48,250.44607344
10870,51.821000000000005,36.25,03-000029,0.08,41.261562500000004
10871,44.032,33.9,03-000030,0.44,198.46856699999998
10872,41.387,33.66,03-000031,0.62,275.71447925999996
10873,60.258,33.29,03-000032,1.66,722.063412355
10874,39.639,33.01,03-000033,1.38,590.2143931649998
10875,48.166000000000004,32.75,03-000034,0.89,374.67289531250003
10876,46.553000000000004,32.34,03-000035,0.25,102.62654325000004
10877,37.05,32.34,03-000036,1.94,796.3819756200003
10878,42.426,31.23,03-000037,1.4,535.93443855
10879,41.857,31.0,03-000038,1.51,569.560675
10880,50.717,29.34,03-000039,0.9,304.09017570000003
10881,45.051,29.23,03-000040,0.35,117.37222463750001
10882,48.525,29.12,03-000041,1.32,439.3355366400001
10883,42.247,28.99,03-000042,0.26,85.76487120499999
10884,63.793,28.83,03-000043,0.05,16.311689662499997
10885,40.817,28.28,03-000044,1.32,414.3548270400001
10886,49.03,28.1,03-000045,0.18,55.78594650000001
10887,38.711999999999996,27.9,03-000046,1.34,409.4047395
10888,46.907,27.45,03-000047,0.45,133.0873790625
10889,49.625,27.24,03-000048,1.06,308.71642248
10890,34.177,27.17,03-000049,1.42,411.4407304150001
10891,41.641000000000005,26.7,03-000050,0.31,86.74089075
10893,39.336,25.84,03-000052,0.08,20.965955840000003
10894,30.713,25.78,03-000053,1.24,323.46490828000003
10895,30.976999999999997,25.4,03-000054,1.22,308.934866
10896,34.876,25.36,03-000055,1.46,368.54541728
10897,36.27,25.07,03-000056,1.39,342.89656081749996
10898,37.477,25.04,03-000057,1.35,332.2324728
10899,44.955,24.75,03-000058,0.18,43.277540625
10900,44.82,24.19,03-000059,0.3,68.902130775
10901,42.52,24.15,03-000060,0.55,125.9031571875
10902,30.505,24.02,03-000061,1.25,283.07119624999996
10903,49.968,23.91,03-000062,0.56,125.65704438
10904,51.463,23.78,03-000063,0.25,55.488549250000005
10905,58.201,23.39,03-000064,0.04,8.589345970000002
10906,46.541000000000004,23.23,03-000065,0.14,29.65282785500001
10907,34.714,22.83,03-000066,0.2,40.91489865
10908,47.196999999999996,22.41,03-000067,0.54,106.443006795
10909,40.266999999999996,22.07,03-000068,0.07,13.382657627500002
10910,55.94,21.82,03-000069,1.18,220.51145806
10911,45.406000000000006,21.7,03-000070,0.84,155.252433
10912,51.732,21.63,03-000071,0.79,145.0707282675
10913,60.711999999999996,21.6,03-000072,1.63,298.493424
10914,60.172,21.52,03-000073,0.94,170.86458207999996
10915,35.585,21.43,03-000074,1.02,183.858695715
10916,30.139,21.41,03-000075,0.22,39.581812435
10917,44.155,21.32,03-000076,0.23,41.03381516
10918,43.216,21.24,03-000077,1.39,246.12939611999994
10919,45.278999999999996,21.24,03-000078,0.14,24.79001112
10920,44.446999999999996,21.18,03-000079,0.23,40.49667891
10921,43.364,21.13,03-000080,0.59,103.39288811749998
10922,47.926,21.1,03-000081,0.84,146.785737
10923,44.628,20.91,03-000082,1.39,238.5407206575
10924,39.545,20.66,03-000083,1.47,246.27347031
10925,53.03,20.61,03-000084,0.14,23.341226895000002
10927,50.298,20.57,03-000086,0.15,24.911478487500002
10928,48.066,20.53,03-000087,0.13,21.506062922500004
10929,58.653,20.31,03-000088,0.71,114.9523506675
10930,34.28,20.17,03-000089,1.21,193.21321533250006
10931,58.341,20.17,03-000090,1.07,170.85796727750005
10932,50.048,20.05,03-000091,0.15,23.667897187500003
10933,31.026,19.92,03-000092,1.27,197.79807024000004
10934,54.821999999999996,19.9,03-000093,0.62,96.36903349999999
10935,57.692,19.85,03-000094,0.04,6.186153250000001
10936,51.57,19.76,03-000095,0.71,108.81077168000003
10937,31.078000000000003,19.75,03-000096,1.27,194.43640468750002
10938,58.693999999999996,19.7,03-000097,0.82,124.90676649999999
10939,40.495,19.62,03-000098,0.12,18.130881240000004
10940,30.803,19.41,03-000099,1.27,187.79950914750003
10941,53.263000000000005,19.16,03-000100,0.13,18.73156324
10942,63.821000000000005,19.07,03-000101,0.73,104.1990854725
10943,42.567,18.96,03-000102,0.57,80.42502096
10944,42.905,18.92,03-000103,1.03,144.71686636000004
10945,49.842,18.9,03-000104,0.72,100.94754599999997
10946,37.297,18.83,03-000105,0.75,104.37621993749998
10947,51.585,18.73,03-000106,0.14,19.277168855000003
10948,37.278,18.66,03-000107,1.05,143.50011165
10949,38.154,18.63,03-000108,0.84,114.43125392999998
10950,42.55,18.58,03-000109,0.34,46.06912858
10952,58.445,18.26,03-000111,0.57,74.59608981000001
10953,36.010999999999996,18.24,03-000112,1.13,147.55970304
